addr1,cat1,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,modifiedtime,sigungucode,archive_picture,lDongRegnCd,lDongSignguCd,usetime,overview,spot_code,parking_fee,cat2,title,past_image_url,past_image,이동_대중교통,이동_자차,활동_산책,동반_아이,동반_반려동물,청결_시설,뷰_야경_경관,휴식_조용함,유명,정보_구성_체험,볼거리_재미
인천광역시 강화군 양도면 강화남로428번길 46-27,A02,A02061000,2664757,14,2020-07-23,http://tong.visitkorea.or.kr/cms/resource/40/3350540_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/40/3350540_image3_1.JPG,Type3,126.4450895,37.65335689,2025-03-17,1,0,28,710,10:00~18:00,"강화도 독립서점 북스테이 [국자와 주걱]은 옛 한옥을 개조한 공간이다. 외할머니집에 놀러 왔다는 느낌으로 쉬다가라는 사장님의 설명처럼 아늑한 시골 마을에 있어 꽃들과 나무 등 자연을 만끽할 수 있다. 책방 겸 북스테이로 운영되는 이곳은 독립서점인 만큼 페미니즘, 환경, 노동 등 다양한 책들을 만나볼 수 있으며 만화책도 비치돼 있으며 숙박도 할 수 있어 책과 함께 하룻밤을 즐길 수 있는 낭만도 만끽할 수 있다.",2664757,2,A0206,국자와 주걱,,0,0,1,0,0,0,1,0,0,0,0,1
인천광역시 남동구 장자로6번길 112-7,A02,A02060100,2782664,14,2021-11-29,,,,126.7558251,37.44995271,2025-03-26,4,0,28,200,10:00~18:00,인천대공원 남문 인근에 위치한 기차 왕국 박물관 카페는 40여 년간 모형기차를 만들어온 이현만씨가 만든 작품들이 전시되어 있는 사설 기차 박물관 겸 카페이다. 2017년 영업을 시작한 박물관 카페는 그동안 만들어온 기차 모형 260여 점이 전시되어 있다. 황동을 재료로 30년간 정교한 기차 모형을 만들면서 마니아들에게 소문나기 시작했고 지금은 세계적으로 유명 인사가 되었다. 카페라고 이름 붙여져 있으나 내부 공간은 기차 및 세계 유명 건축물 등 모형 전시 위주의 공간이며 음료는 머신을 통해 셀프로 주문해서 마실 수 있다. 아이들은 물론이고 어른들도 둘러볼 만한 신기한 기차 박물관이다.,2782664,0,A0206,기차왕국박물관카페,,0,0,1,0,1,0,0,0,0,0,1,1
인천광역시 남동구 아암대로1437번길 32,A02,A02060600,1752779,14,2012-11-15,http://tong.visitkorea.or.kr/cms/resource/34/3037134_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/3037134_image3_1.jpg,Type3,126.7247103,37.38751219,2024-05-29,4,0,28,200,프로그램에 따라 상시변경,"남동소래아트홀은 인천 대표 관광명소인 소래포구 인근에 자리하고 있다. 돌고래 모양의 건물 모양이 특이하다. 소래극장은 아트홀이 위치한 소래포구를, 스튜디오제비는 인천 남동구의 상징 새인 제비를 각각 담아냈다. 2011년 개관해 지금까지 다양한 장르의 공연과 전시가 이루어지고 있는 종합문화예술 공간이다. 
갤러리 화·소는 화합과 소통의 첫 글자를 담는 동시에 영상물 최소 단위인 ‘화소’도 의미한다. 3층에 위치한 전망대에 서면 소래포구와 아트홀 주변 풍광이 시원하게 한눈에 들어온다. 야외에는 아늑한 분위기의 작은 무대와 유유자적하게 쉬어갈 만한 휴식 공간이 마련되어 있다.  
아트홀 옆 호수공원에이 있고, 소래포구까지 해안 산책로가 있다.",1752779,0,A0206,남동소래아트홀,,0,0,1,1,1,0,0,0,0,1,0,1
인천광역시 서구 도요지로 54 (경서동),A02,A02060300,1207259,14,2011-02-17,http://tong.visitkorea.or.kr/cms/resource/69/3309069_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/3309069_image3_1.jpg,Type3,126.656384,37.558505,2025-03-17,7,0,28,260,09:00~18:00 (입장마감 17:30),"인천광역시 서구에 위치한 녹청자박물관은 1970년 사적 211호로 지정된 ‘인천서구 경서동 녹청자요지’에서 출토된 녹청자에 대한 학술자료 조사와 연구, 그리고 향토문화를 지켜나가는 역사·문화공간으로 운영되고 있다. 2002년 녹청자도요지 사료관으로 처음 문을 열었으며 이후 녹청자도요지 사료관에서 녹청자박물관으로 이름을 바꾸고 2012년 2월 1종 전문박물관으로 정식 등록되면서 인천에서 유일한 도자기전문박물관으로 운영되고 있다. 녹청자박물관은 녹청자 유물과 전통 도자기 제작과정을 볼 수 있는 역사전시실과 현대도예 작품을 감상할 수 있는 기획전시실로 구분되어 있다. 또한 야외전시장과 중정에는 200여 점의 기증받은 옹기까지 비교해 볼 수 있어 우리 전통도자기에서부터 현대도예작품까지 도자기의 역사를 한눈에 살펴볼 수 있다. 인천 서구에서 복합문화공간으로 발돋움해 나아가고자 관람객들의 눈높이에 맞춘 다양한 체험 및 교육프로그램, 전시를 기획하여 보다 많은 사람들이 참여할 수 있도록 하고 있다.",1207259,0,A0206,녹청자박물관,,0,0,1,0,1,0,0,0,0,0,1,1
인천광역시 중구 신포로27번길 36 (관동2가),A02,A02060300,2787144,14,2021-12-07,http://tong.visitkorea.or.kr/cms/resource/62/3379462_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/3379462_image3_1.jpg,Type3,126.6235366,37.47256997,2025-03-18,10,0,28,110,09:00~18:00 (입장마감 17:30),"누들플랫폼은 인천 중구의 누들로드 중심에서 누들을 테마로 인천 누들의 역사와 이야기를 바탕으로 전시·교육·체험이 함께 이뤄지는 복합문화공간이다. 총 3개 층으로 구성된 누들플랫폼은 짜장면, 쫄면 등 대중이 즐기는 ‘누들’의 발상지인 인천을 중심으로 발전한 다양한 누들을 소개하는 전시공간이 있으며, 어린이들이 직접 체험하고 재미있게 즐길 수 있는 누들체험공간으로 구성되어 있다. 또한 어린이부터 청소년, 예비 외식 창업자, 일반인 등의 교육공간으로 직접 요리할 수 있는 공유주방(키즈쿠킹교실, 희망조리실, 오픈요리실)도 마련되어 있으며, 누들을 주제로 다양한 체험 및 교육프로그램이 활발하게 운영되고 있다.",2787144,2,A0206,누들플랫폼,,0,0,1,0,0,0,0,0,0,0,0,0
인천광역시 중구 신포로23번길 101,A02,A02060300,2994530,14,2023-07-18,http://tong.visitkorea.or.kr/cms/resource/49/2999549_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2999549_image3_1.jpg,Type3,126.6199897,37.47361145,2024-11-07,10,2,28,110,09:00~18:00 (입장마감 17:30),"인천광역시 중구에 위치한 대불호텔전시관은 우리나라 최초의 서양식 호텔인 대불호텔의 역사를 소개하는 전시관이다. 대불호텔은 개항 후 인천항으로 들어오는 외국인들이 서울로 가기 전 묵었던 서양식 호텔로 당시 인기가 높았으나, 경인선 개통과 러일 전쟁 후 서양인의 방문이 뜸해지자 점차 경영난으로 쇠락하여 문을 닫았다. 이후 중국인이 건물을 인수해‘중화루’라는 중국요리집으로 운영되다 철거된 후 2018년 전시관으로 다시 문을 열었다. 제 1관인 대불호텔전시관에서는 우리나라 최초의 호텔인 대불호텔의 외관 및 과거 번창했던 대불호텔의 모습부터 쇠락의 과정까지 역사적 배경을 소개하고 있으며, 대불호텔 터에서 발견된 유구와 일제강점기 개항장 일대에 있었던 호텔 및 여관에 대한 자료를 바탕으로 전시를 운영하고 있다. 제 2관인 중구생활사전시관은 인천 중구의 시작을(1968년) 기준으로 1960~70년대 인천 중구의 변천과 생활사를 다양한 콘텐츠로 관람할 수 있다.

(출처 : 인천중구문화재단 홈페이지)",2994530,-1,A0206,대불호텔전시관,https://iharchive.ifac.or.kr/thumb/2022/12/MCMSII787,1,1,0,0,1,0,1,0,0,1,1,1
인천광역시 강화군 길상면 길상로210번길 52-71,A02,A02060500,2657501,14,2020-05-26,,,,126.5064926,37.64199541,2025-06-26,1,0,28,710,09:00~21:00,"강화도 초지진에서 가까운 한옥 미술관으로 카페를 겸하고 있다. 소나무와 꽃, 나무 데크로 예쁘고 아담하게 꾸며진 미술관 정원이 특색있다. 미술관 내부에는 초대작가의 작품 감상과 함께 나뭇결을 살려 만든 테이블에서 전통 수제차와 건강한 디저트 등 다양한 음료를 즐길 수 있으며 도솔의 대표 메뉴인 대추차를 추천한다. 도솔에서는 작품 감상뿐만 아니라 체험 활동으로 나만의 머그컵 만들기도 할 수 있다.",2657501,2,A0206,도솔미술관,,0,0,1,0,1,0,0,1,0,0,1,1
인천광역시 미추홀구 매소홀로 573,A02,A02060600,1619338,14,2012-04-30,http://tong.visitkorea.or.kr/cms/resource/40/1577640_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/1577640_image3_1.jpg,Type3,126.6857346,37.43879443,2024-08-30,3,0,28,177,공연에 따라 다름,"문학동 도호부관아 바로 옆에 위치하고 있다. 전국에서 가장 오래된 소극장으로 인천 연극의 모태로 태동되었으며 현재는  삐에로가 몸짓과 표정으로 표현하는 무언극인 마임 소극장전용으로 사용되고있다. 인천클라운마임축제가 매년 8월에서 10월 사이 개최되고있다.
총 4층 건물로 1층은 로비 및 매표소와 관객들 대기공간으로 이용되고 있다. 벽면가득 돌체의 역사를 담고있는 사진과 기록들이 있어 구경하며 대기할 수 있다. 2층은 공연장과 분장실, 음향실이 있는데 120명정도 관객을 수용할 수 있다. 3층은 사무실 및 교육공간, 4층은 기계실로 구성되어있다. 
마임전용극장이지만 다른 예술활동을 위해 수시로 대관을 받고 있으며, 자세한 사항은 홈페이지를 통해 알 수 있다.",1619338,2,A0206,돌체소극장,,0,0,1,0,0,0,0,0,0,0,0,0
인천광역시 중구 공항문화로 127 (운서동),A02,A02060300,3352020,14,2024-08-22,http://tong.visitkorea.or.kr/cms/resource/76/3351976_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/3351976_image3_1.jpg,Type3,126.3893498,37.46570832,2025-03-14,10,0,28,110,10:00~21:00 (입장 마감 20:10),"인스파이어 리조트에 위치한 실감콘텐츠 전시관 구축 및 콘텐츠를 제작 및 투자하는 현대 퓨처넷이 선보이는 프리미엄 미디어 전시 브랜드이다.
르 스페이스(Le Space)는 Lumiere(빛), Experience(경험), 그리고 Space(공간)을 결합한 단어로 '환상적인 빛과 감각적 사운드의 완벽한 몰입 경험을 선상하는 공간' 이라는 의미를 담고 있다.
지상과 하늘을 이어주는 섬 영종도에서 시공간을 넘나드는 포털을 통해 새로운 만남을 느껴볼 수 있다.",3352020,2,A0206,르 스페이스,,0,0,1,0,1,0,1,0,0,0,1,1
인천광역시 미추홀구 학익동 78-24,A02,A02060100,2718767,14,2021-05-28,http://tong.visitkorea.or.kr/cms/resource/99/3352299_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/3352299_image3_1.jpg,Type3,126.6764523,37.43222837,2025-03-17,3,0,28,177,10:00~17:00,"문학산역사관은 미추홀 2,000여 년의 역사와 문화를 품고 있는 문학산의 가치를 널리 알리고, 문학산 문화유산의 보존과 지역 정체성을 발현하기 위해 관할 군부대의 승인을 받아 군사시설을 리모델링하여 개관했다. 문학산 역사관은 문학산의 가치와 문학산성의 현황에 대한 축소 디오라마와 동영상을 볼 수 있는 제1전시실, 선사시대부터 현재에 이르기까지 문학산의 시대별 역사와 문화유산을 주제별로 살펴볼 수 있는 제2전시실, 인천 향토사 선구자들이 남긴 옛 사진들과 근?현대 문학산의 변모를 살필 수 있는 지도 등이 전시된 열린 역사길로 구성되어 있다.",2718767,0,A0206,문학산역사관,,0,1,1,1,1,0,1,1,1,1,1,1
인천광역시 강화군 덕진로159번길 66-34 바람숲그림책도서관,A02,A02060900,2848497,14,2022-09-02,http://tong.visitkorea.or.kr/cms/resource/36/2848436_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/2848436_image3_1.jpg,Type3,126.506859,37.64868353,2024-06-17,1,0,28,710,"[예약제 운영]<br>
- 10:00~13:00<br>
- 14:00~17:00<br>
※ 자세한 안내는 홈페이지 또는 전화 문의 요망","바람숲그림책도서관은 자연 속에서 동심으로 돌아가 볼 수 있는 그림책 전문 도서관이다. 양질의 그림책 1만 권을 소장하고 있으며 음악회, 북토크, 그림자극 등 그림책을 활용한 다양한 문화 프로그램도 진행하고 있다. 책 구입도 가능하며, 유기농 재료로 직접 만든 피자와 빵, 음료를 즐길 수 있는 작은 북카페도 함께 운영하고 있다. 책으로 둘러싸인 공간에서의 하룻밤을 보내는 북스테이와 그림책 원화 전시도 기획 중에 있다. 예약제로 운영하고 있다.",2848497,2,A0206,바람숲그림책도서관,,0,0,1,0,1,1,0,0,0,0,0,0
인천광역시 동구 금곡로 19 (금곡동),A02,A02060100,3411281,14,2024-11-11,http://tong.visitkorea.or.kr/cms/resource/62/3411562_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/62/3411562_image3_1.JPG,Type1,126.6377492,37.47295351,2024-12-13,5,0,28,140,화~일 : 9:00~18:00,"소규모 박물관으로, 우리나라 근대 성냥산업의 역사를 다룬다. 이곳은 과거 1917년에 설립된 조선인촌 주식회사 성냥공장이 있던 자리로, 당시 인천 지역의 산업 발전에 중요한 역할을 했다. 현재 박물관은 성냥의 제작 과정과 성냥을 중심으로 한 생활사를 전시하며, 성냥 관련 유물 약 766점을 보유하고 있다.",3411281,0,A0206,배다리 성냥 박물관,,0,1,0,1,1,0,1,0,1,1,1,1
인천광역시 동구 금곡로11번길 1-4 진도여인숙,A02,A02060400,2848495,14,2022-09-02,http://tong.visitkorea.or.kr/cms/resource/83/2848483_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2848483_image3_1.jpg,Type3,126.6367687,37.47288961,2024-06-14,5,0,28,140,11:00~20:00,"배다리 아트스테이 1930 은 인천광역시 동구청이 기획, 조성하고 잇다스페이스에서 협업으로 운영하는 아트커뮤니티 공간이다. 일제강점기 조선인들의 삶의 애환이 닮긴 터전이자, 6?25 전쟁 이후 피난민들의 처절한 생존을 방증하는 역사적 산물이다. 1930~1950년대 근대문화가 녹아있는 배다리 여인숙 골목을 재생하여 새로운 문화의 씨앗을 심고, 지역민과 유기적으로 소통하고 연계하여 지역의 랜드마크로 자리매김하여 동구 문화예술의 기반이 되고자 기획한 프로젝트로 지역의 문화, 예술을 발전시키고 체류형 관광거점을 마련하고자 한다.",2848495,2,A0206,배다리 아트스테이1930,,0,0,1,0,0,1,1,1,0,0,0,1
인천광역시 미추홀구 경인로70번길 11-13,A02,A02060100,2551435,14,2018-06-20,http://tong.visitkorea.or.kr/cms/resource/20/3395120_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/20/3395120_image3_1.JPG,Type3,126.6512259,37.46478247,2025-03-17,3,0,28,177,10:00~17:00,"인천 미추홀 구청 근처에 총 300여㎡ 전면적이 박물관으로 구성되어 있으며 우리나라의 전통문화 중 하나인 범패와 작법무에 관련된 유물, 국내외 불교의식 법구 및 민화를 전시하고 있다. 박물관 내부에는 범패와 관련된 악기, 의상, 문서 등을 비롯해, 한국의 전통 의식과 제례 문화에 대한 설명이 포함되어 있어 관람객들에게 깊은 인식을 제공한다. 이곳은 지역 주민들과 관광객들에게 한국의 고유한 문화유산을 이해하고 경험할 수 있는 소중한 장소이다.",2551435,1,A0206,범패민속문화박물관,,0,0,1,1,1,0,0,0,1,0,1,1
인천광역시 부평구 길주남로 166,A02,A02060900,1997652,14,2015-04-16,,,,126.7401834,37.50343233,2024-06-11,6,0,28,237,"09:00~18:00 <br />
목요일 09:00~20:00","2006년 MBC 느낌표 책읽기 프로젝트의 일환으로 책읽는 사회문화재단과 부평문화재단(부평구)이 함께 힘을 모아 건립한 어린이도서관이다. 건물설계부터 어린이를 중심으로 만들어졌으며 2020년 리모델링을 통해 노후화된 설비와 시설을 정비하였다. 도서관 내에서 통창으로 보이는 공원을 바라보면서 책 읽을 수 있다.
어른들에게는 다소 어수선하고 소란스러울 수 있으나 어린이들에게는 무한한 창의성을 개발하게 만드는 공간배치나 자유로움이 어린이 스스로 책을 통해 성장할 수 있는 기회의 장이 되고있다.",1997652,2,A0206,부평 기적의도서관,,0,0,1,0,1,0,0,0,0,0,0,0
인천광역시 부평구 아트센터로 166 (십정동),A02,A02060600,3457385,14,2024-12-23,http://tong.visitkorea.or.kr/cms/resource/55/3457455_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/3457455_image3_1.jpg,Type1,126.7049456,37.48228972,2024-12-23,6,0,28,237,화~일 10:00~21:00,,3457385,0,A0206,부평아트센터,,0,1,1,0,1,0,1,0,0,1,1,1
인천광역시 부평구 굴포로 151,A02,A02060100,130911,14,2007-06-15,http://tong.visitkorea.or.kr/cms/resource/37/3073237_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/3073237_image3_1.jpg,Type3,126.7378612,37.51212017,2025-04-16,6,0,28,237,10:00~18:00,"부평역사박물관은 부평의 역사와 문화를 알리고, 지역민에게 다양한 문화 체험의 기회를 제공하기 위해 2007년에 개관하였다. 박물관은 1층에 기획전시실과 기증전시실, 2층에 부평역사실과 농경문화실로 구성되어 있다. 상설전시실인 부평역사실에서는 전통시대부터 일제강점기, 6·25 전쟁 당시와 이후에 이르기까지 주요 시대별로 부평의 역사를 한눈에 살펴볼 수 있다. 농경문화실과 기증전시실에서는 부평의 전통시대와 현대사의 다양한 모습을 전시하고 있다. 기증전시실에는 50여 년의 역사를 지닌 ‘봉다방’, 부평의 마지막 달동네였던 ‘열우물 마을’, 일제강점기 역사를 간직한 산곡동 ‘검정사택’ 등과 관련한 생생한 자료들이 전시되어 있어 흥미를 더한다. 다양한 주제로 열리는 특별기획전은 시기마다 전시 내용이 바뀌므로, 새로운 전시가 열릴 때마다 방문하는 것도 좋은 방법이다. 박물관 2층 회랑을 따라 휴식 공간과 뮤지엄 카페가 마련되어 있으며, 야외에는 전통 초가가 조성되어 있어 산책과 함께 전통문화를 체험할 수 있다.",130911,0,A0206,부평역사박물관,,0,0,1,0,1,0,0,0,0,0,1,1
인천광역시 부평구 부평북로 445,A02,A02060900,2465042,14,2016-12-20,http://tong.visitkorea.or.kr/cms/resource/06/2462006_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2462006_image3_1.jpg,Type3,126.7430382,37.52215798,2025-04-15,6,0,28,237,※ 시설별 상이하므로 홈페이지 참고,"2012년 5월 7일에 개관한 삼산도서관은 지하 1층, 지상 4층 규모의 공공도서관이다. 어린이자료실, 멀티영어자료실, 휴게실, 프로그램실, 종합자료실, 다목적홀 등 다양한 시설을 갖추고 있다. 약 4만여 권의 도서를 소장하고 있으며, 38종의 정기간행물과 8종의 신문도 비치되어 있어 다양한 정보를 접할 수 있다. 연중 진행되는 특별 및 상설 프로그램은 지역 주민들의 독서 활동과 평생학습을 지원하며, 부평구립도서관 홈페이지를 통해 사전 접수 후 참여할 수 있다. 쾌적한 열람 공간과 함께 지역사회와 소통하는 문화 프로그램도 마련되어 있어, 남녀노소 누구나 찾기 좋은 지식·문화 공간이다.",2465042,2,A0206,삼산도서관,,0,0,1,0,1,0,0,0,0,0,0,0
인천광역시 강화군 화도면 마니산로 657-6,A02,A02060100,2765333,14,2021-11-01,http://tong.visitkorea.or.kr/cms/resource/49/2780349_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/49/2780349_image2_1.png,Type3,126.4250225,37.63391714,2024-12-11,1,0,28,710,09:00~20:00,"강화군 화도면의 세계춘화박물관과 강화성박물관이 함께 있다. 건전한 성문화와 화목하고 건강한 부부생활에 도움을 주고자 2011년 강화도 마니산에 만들어진 박물관이다. 제1 전시관인 강화성박물관에는 800여 점의 성과 관련한 그림 춘화(春畵)가 전시되어 있고, 제2 전시관인 세계춘화박물관에는 세계 160여 개국의 7,000여 점의 춘화(春畵, Erotic Painting)가 전시되어 있으며 60여 점의 조각을 볼 수 있는 조각공원을 갖추고 있다. 20세 이상 관람이 가능하다.",2765333,2,A0206,세계춘화박물관,,0,0,1,0,1,0,0,0,0,0,1,1
인천광역시 남동구 아암대로 1605,A02,A02060300,2647918,14,2020-02-14,http://tong.visitkorea.or.kr/cms/resource/17/2647917_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2647917_image2_1.jpg,Type3,126.737506,37.39823617,2024-05-22,4,0,28,200,10:00~18:00(입장은 17:00까지),"2012년 개관한 소래역사관은 급속한 신도시 개발과 도시화로 사라져가는 소래의 역사와 문화 아름다운 옛 모습을 느껴보고자 건립된 인천광역시 남동구 최초의 공립박물관이다. 소래를 대표하는 이미지인 소래갯벌, 소래포구, 소래염전, 수인선 협궤열차 등 4개의 재미있는 전시테마를 구성하였고, BF(Barrier Free: 장애물 없는 생활환경)인증을 통한 시설관리로 누구라도 쉽게 역사관을 방문하여 불편없이 전시를 관람할 수 있도록 준비되어 있다.<br>",2647918,2,A0206,소래역사관,,0,0,1,1,1,0,0,0,0,1,1,1
인천광역시 강화군 길상면 해안남로474번길 11,A02,A02060100,2611136,14,2019-07-15,http://tong.visitkorea.or.kr/cms/resource/87/3303187_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/3303187_image3_1.jpg,Type3,126.5082603,37.59903656,2025-03-13,1,0,28,710,10:00~18:00,"소리체험박물관은 악기의 발달사를 전문으로 보여주는 곳으로 악기, 음향기기를 과학교육의 도구로 활용하는 체험을 제공한다. 이 박물관에는 자연의 소리, 소리 과학관, 악기 박물관, 축음기 박물관 등 4개의 전시관이 있다. 1관 ‘자연의 소리’에서는 예전 라디오방송국에서 사용하던 효과 악기를 가지고 비, 바람, 천둥, 파도 소리 등 자연 소리를 연주해 볼 수 있다. 2관 ‘소리 과학관’은 토끼 귀, 나팔입, 호스 전화기, 소리굽쇠 등 소리와 관련한 기구를 직접 실험하고 체험할 수 있는 곳이다. 3관 ‘악기 박물관’에서는 보기 힘든 봉고, 젬베, 발라폰 등 희귀 악귀를 직접 연주해 볼 수 있고, 4관 ‘축음기 박물관’에서는 에디슨의 축음기, 벨의 전화기부터 현재의 휴대전화까지 발달사를 한눈에 볼 수 있다. 이곳에서는 도구와 악기를 가지고 마음껏 소리를 만들고, 듣고, 만져보고, 느낄 수 있다. 아이와 함께 방문하면 색다른 소리의 세계를 경험하게 될 것이다.",2611136,0,A0206,소리체험박물관,,0,0,1,0,1,0,0,0,0,0,1,1
인천광역시 연수구 능허대로 227-10,A02,A02060100,2642890,14,2020-01-07,http://tong.visitkorea.or.kr/cms/resource/92/3380692_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/3380692_image3_1.jpg,Type3,126.6516384,37.41604092,2025-03-18,8,0,28,185,"- 평일 10:00~19:00<br>
- 주말 10:00~18:00","인천광역시 연수구 옥련동에 위치한 송도 초콜릿문화박물관은 초콜릿의 역사와 문화를 다양한 전시와 체험을 통해 소개하는 특별한 박물관이다. 이곳은 초콜릿의 기원부터 현대에 이르기까지의 과정을 살펴볼 수 있는 전시물들이 마련되어 있어, 초콜릿에 대한 깊은 이해를 돕는다.  AR존에서는 초콜릿이라는 단순한 주제를 또 다른 영역으로 확장시키는 곳이다. 또한 체험학습장에서는 달콤한 초콜릿을 직접 만들며 따뜻한 감성과 창의력을 키울 수 있는 공간이다.",2642890,0,A0206,송도 초콜릿문화박물관,,0,0,1,1,1,0,0,0,1,1,1,1
인천광역시 연수구 센트럴로 123,A02,A02060400,742171,14,2009-05-27,http://tong.visitkorea.or.kr/cms/resource/77/3037277_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/3037277_image3_1.jpg,Type3,126.6461952,37.38903563,2025-04-18,8,0,28,185,10:00~17:00,"국제 수준의 컨벤션센터인 송도컨벤시아는 지하 1층, 지상 4층, 연면적 117,163㎡ 규모이다. 전시장은 총면적 17,021㎡로, 최대 900개 부스를 설치할 수 있으며, 두 개의 볼룸에는 최대 3,000명을 수용할 수 있다. 또한, 30명부터 500명 단위까지 수용 가능한 중소회의실을 최대 35실까지 동시에 운영할 수 있어, 국내외 MICE 행사를 개최하기에 최적의 장소이다. 송도컨벤시아는 태백산맥을 모티브로 한 독특한 외관과 고급스러운 내부 인테리어 등 국내에서 흔히 볼 수 없는 감각적인 디자인을 자랑한다. 이러한 특징 덕분에 각종 방송이나 공연 등의 촬영지로도 주목받고 있다. 일반 대중이 즐길 수 있는 행사도 수시로 열리며, 관련 시설도 잘 갖추어져 있어 나들이 삼아 들르기에도 좋은 장소이다. 다양한 음식점과 카페는 물론, 곳곳에 소소한 즐길 거리도 마련되어 있다. 송도컨벤시아 및 인천의 명소를 VR로 체험할 수 있는 코너, 입체적인 영상으로 인천을 즐기는 3D 홀로그램 존 등이 대표적이다. 그중에서도 ‘스마트마이스 라운지’는 특히 인기가 높다. 이곳은 편안한 휴게 공간과 함께 인터랙티브 미디어월, VR/AR, 게임, 홀로그램 등 다양한 스마트 콘텐츠를 활용한 체험 공간을 갖추고 있다. 또한, 송도컨벤시아는 송도 센트럴파크와도 바로 인접해 있어 함께 여행하기에 더욱 좋은 장소이다.",742171,2,A0206,송도컨벤시아,,0,0,1,1,1,0,0,0,0,1,1,1
인천광역시 연수구 해돋이로 7,A02,A02060900,2465132,14,2016-12-20,http://tong.visitkorea.or.kr/cms/resource/20/2464720_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2464720_image3_1.jpg,Type3,126.6590274,37.38578345,2025-03-27,8,0,28,185,"[어린이자료실] 09:00~18:00<br>
[종합자료실,디지털북카페,디지털존]<br>
- 평일 09:00~22:00<br>
- 주말 09:00~18:00","송도해돋이도서관은 인천광역시 연수구 송도동에 위치한 현대적인 도서관으로, 학문과 문화가 어우러지는 공간이다. 해돋이도서관은 인천광역시 연수구 송도동 주택단지 옆에 조성된 송도해돋이공원 내에 위치해 있다. 2016년에 개관했으며, 영유아부터 노인까지 모두를 만족시키는 종합도서관으로, 문화도시 확립을 위해 노력하고 있다. 송도해돋이도서관은 책을 사랑하는 사람들에게는 물론, 휴식과 여유를 찾는 이들에게도 매력적인 공간이다.",2465132,0,A0206,송도해돋이도서관,,0,0,1,1,1,0,0,0,0,1,1,1
